segment,brake,steering_angle,throttle
0,11.806267350912094,-14.216547274589539,10.0
1,13.118074834346771,-15.694128811359406,0.0
2,13.118074834346771,-15.694128811359406,0.0
3,13.118074834346771,-15.694128811359406,0.0
4,13.118074834346771,-15.694128811359406,0.0
5,13.118074834346771,-15.694128811359406,0.0
6,13.118074834346771,-15.694128811359406,0.0
7,13.118074834346771,-15.694128811359406,0.0
8,13.118074834346771,-15.694128811359406,0.0
9,13.118074834346771,-15.694128811359406,0.0
10,13.118074834346771,-15.694128811359406,0.0
11,13.118074834346771,-15.694128811359406,0.0
12,13.118074834346771,-15.694128811359406,0.0
13,13.118074834346771,-15.694128811359406,0.0
14,13.118074834346771,-15.694128811359406,0.0
15,13.118074834346771,-15.694128811359406,0.0
16,13.118074834346771,-15.694128811359406,0.0
17,13.118074834346771,-15.694128811359406,0.0
18,13.118074834346771,-15.694128811359406,0.0
19,13.118074834346771,-15.694128811359406,0.0
20,13.118074834346771,-15.694128811359406,0.0
21,13.118074834346771,-15.694128811359406,0.0
22,13.118074834346771,-15.694128811359406,0.0
23,13.118074834346771,-15.694128811359406,0.0
24,13.118074834346771,-15.694128811359406,0.0
25,13.118074834346771,-15.694128811359406,0.0
26,13.118074834346771,-15.694128811359406,0.0
27,13.118074834346771,-15.694128811359406,0.0
28,13.118074834346771,-15.694128811359406,0.0
29,13.118074834346771,-15.694128811359406,0.0
30,13.118074834346771,-15.694128811359406,0.0
31,13.118074834346771,-15.694128811359406,0.0
32,13.118074834346771,-15.694128811359406,0.0
33,13.118074834346771,-15.694128811359406,0.0
34,13.118074834346771,-15.694128811359406,0.0
35,13.118074834346771,-15.694128811359406,0.0
36,13.118074834346771,-15.694128811359406,0.0
37,13.118074834346771,-15.694128811359406,0.0
38,13.118074834346771,-15.694128811359406,0.0
39,13.118074834346771,-15.694128811359406,0.0
40,13.118074834346771,-15.694128811359406,0.0
41,13.118074834346771,-15.694128811359406,0.0
42,13.118074834346771,-15.694128811359406,0.0
43,13.118074834346771,-15.694128811359406,0.0
44,13.118074834346771,-15.694128811359406,0.0
45,13.118074834346771,-15.694128811359406,0.0
46,13.118074834346771,-15.694128811359406,0.0
47,13.118074834346771,-15.694128811359406,0.0
48,13.118074834346771,-15.694128811359406,0.0
49,13.118074834346771,-15.694128811359406,0.0
50,13.118074834346771,-15.694128811359406,0.0
51,13.118074834346771,-15.694128811359406,0.0
52,13.118074834346771,-15.694128811359406,0.0
53,13.118074834346771,-15.694128811359406,0.0
54,13.118074834346771,-15.694128811359406,0.0
55,13.118074834346771,-15.694128811359406,0.0
56,13.118074834346771,-15.694128811359406,0.0
57,13.118074834346771,-15.694128811359406,0.0
58,13.118074834346771,-15.694128811359406,0.0
59,13.118074834346771,-15.694128811359406,0.0
60,13.118074834346771,-15.694128811359406,0.0
61,13.118074834346771,-15.694128811359406,0.0
62,13.118074834346771,-15.694128811359406,0.0
63,13.118074834346771,-15.694128811359406,0.0
64,13.118074834346771,-15.694128811359406,0.0
65,13.118074834346771,-15.694128811359406,0.0
66,13.118074834346771,-15.694128811359406,0.0
67,13.118074834346771,-15.694128811359406,0.0
68,13.118074834346771,-15.694128811359406,0.0
69,13.118074834346771,-15.694128811359406,0.0
70,13.118074834346771,-15.694128811359406,0.0
71,13.118074834346771,-15.694128811359406,0.0
72,13.118074834346771,-15.694128811359406,0.0
73,13.118074834346771,-15.694128811359406,0.0
74,13.118074834346771,-15.694128811359406,0.0
75,13.118074834346771,-15.694128811359406,0.0
76,13.118074834346771,-15.694128811359406,0.0
77,13.118074834346771,-15.694128811359406,0.0
78,13.118074834346771,-15.694128811359406,0.0
79,13.118074834346771,-15.694128811359406,0.0
80,13.118074834346771,-15.694128811359406,0.0
81,13.118074834346771,-15.694128811359406,0.0
82,13.118074834346771,-15.694128811359406,0.0
83,13.118074834346771,-15.694128811359406,0.0
84,13.118074834346771,-15.694128811359406,0.0
85,13.118074834346771,-15.694128811359406,0.0
86,13.118074834346771,-15.694128811359406,0.0
87,13.118074834346771,-15.694128811359406,0.0
88,13.118074834346771,-15.694128811359406,0.0
89,13.118074834346771,-15.694128811359406,0.0
90,13.118074834346771,-15.694128811359406,0.0
91,13.118074834346771,-15.694128811359406,0.0
92,13.118074834346771,-15.694128811359406,0.0
93,13.118074834346771,-15.694128811359406,0.0
94,13.118074834346771,-15.694128811359406,0.0
95,13.118074834346771,-15.694128811359406,0.0
96,13.118074834346771,-15.694128811359406,0.0
97,13.118074834346771,-15.694128811359406,0.0
98,13.118074834346771,-15.694128811359406,0.0
99,13.118074834346771,-15.694128811359406,0.0
