segment,brake,steering_angle,throttle
0,0.0,-0.6030079615868887,100.0
1,0.0,0.22472476197197225,100.0
2,0.0,2.5134430433235786,100.0
3,0.0,0.3105650892877986,99.24864388527908
4,50.24787921569595,0.003378206308444276,15.965032257876988
5,78.95040578717389,0.09215029147139482,16.949968724906622
6,66.70340157217271,6.622069222251156,13.56575839624324
7,27.514145705778013,52.39547872912747,0.0
8,2.6690040508655213,157.5178426372641,12.177606849232573
9,0.0,176.45731953999632,49.04462254912635
10,0.0,29.522137257963486,96.95515481959444
11,0.0,-0.8049345630577234,100.0
12,0.0,-15.676523616571444,100.0
13,0.0,-19.049923665109084,100.0
14,33.22681168434054,-1.0220509412578498,38.11972220093947
15,34.67712561087416,31.586410803415113,0.07599751578631035
16,0.19548085317257063,53.489047258887354,54.14498851424655
17,0.9228780919826963,31.553252998345386,57.02732482902918
18,29.723266729968174,-29.100573607937587,9.295821084040906
19,0.0,-102.41511160806074,5.177487752861517
20,0.0,-114.84237762443404,30.593852762152995
21,0.0,-46.80476719071667,73.56537521532104
22,0.0,-3.747363894274546,100.0
23,0.0,15.932227547570742,100.0
24,0.0,12.634065464974293,100.0
25,0.0,15.643217892072522,100.0
26,0.0,9.494368716677224,100.0
27,0.0,6.387308789865964,100.0
28,0.0,-17.69167414066075,96.66967960678953
29,0.0,-28.33096744271431,69.97622847422356
30,0.0,-28.896399827479353,73.56088118295168
31,0.0,-18.180775277442788,97.97440754325575
32,0.0,16.102280884627028,100.0
33,0.0,23.930481412000738,99.40240238828164
34,0.0,21.90991287637784,99.67149663870109
35,1.6510315457489475,13.437891562756224,64.51345120318484
36,51.29322560229972,5.081595352981398,4.23148702804045
37,42.4022775876156,7.195213278321068,6.088286977286518
38,7.119418902370972,31.207405336559123,12.570021895228919
39,0.0,48.21217719715683,35.16821450264395
40,0.0,52.50756274505253,48.66648742487614
41,0.0,42.51392750223876,69.5011862659583
42,0.0,36.34256970924891,71.59017832419988
43,0.0,12.637891481397244,94.73230173949854
44,0.0,-11.587590297260192,100.0
45,4.964660656262406,-13.551169119393018,74.09061036174397
46,53.48315506354859,9.116279266519893,0.0
47,16.949810038974732,42.289128469386455,17.98902711328135
48,0.0,56.91106374045286,59.38249168764183
49,0.0,25.714181415819915,99.85895378363914
50,0.015038146653920411,24.82279202652243,86.29680463323578
51,37.01626158078565,14.270738087611354,3.3577956388413512
52,28.68164414602945,39.32384775341591,10.949191367961058
53,0.02370308746373041,94.45392169421248,13.84068745870806
54,0.0,61.06312061293031,78.94351431852938
55,0.0,19.52280404013244,100.0
56,1.3353095599983544,-19.39938463235074,75.53729312348182
57,26.587534154339743,-27.23991357858206,0.14852353498069096
58,6.095529863324808,-75.61117854613184,1.8848001805503982
59,0.0,-117.3575170013841,34.2054224010572
60,0.0,-86.6699894369311,65.58519673755184
61,0.0,-9.454707506541023,100.0
62,0.0,-7.719565497830795,100.0
63,0.0,-6.117070851925961,100.0
64,0.0,-5.807901223598607,100.0
65,0.0,-3.4350469202193965,100.0
66,0.0,-4.522517563517487,100.0
67,0.0,-3.195031610733657,100.0
68,0.0,-6.391857376828876,100.0
69,16.37283608383796,-3.9631378943033084,66.91363997985829
70,66.53310552397724,-3.9675685906843214,0.0
71,58.40905079940454,4.147164723797094,11.616493959626748
72,21.21481303719349,59.77311873249945,0.0
73,0.0,4.207045844311833,38.09602089620211
74,0.0,-117.2334265468897,28.526636984354944
75,0.0,-104.06461383559792,54.743070322838264
76,0.0,-7.798786440719414,99.82812023992021
77,0.0,0.4516721987368656,100.0
78,0.0,4.494096676351315,100.0
79,1.3735056415805191,4.171402625778338,92.5179480035329
80,53.519576976167585,4.182559778748702,1.0093258599915458
81,9.003206625111492,41.09394528953313,14.226182407774113
82,0.0,67.03457410943149,39.48071996823183
83,0.0,42.95132214830407,65.48351515022382
84,0.0,15.21354642673899,99.90520567050014
85,0.0,21.269043771921524,100.0
86,0.0,33.74610921287057,94.29912341253035
87,0.0,40.23341206696303,54.56557084897164
88,0.0,51.48784814482924,52.80511891409577
89,0.0,51.43559391180779,70.26460404579936
90,0.0,30.33374669231896,99.25299702278275
91,0.0,13.658286912239396,100.0
92,0.0,8.456689336653389,100.0
93,0.0,0.27704326847800037,100.0
94,0.0,-0.6322818044271856,100.0
95,0.0,0.1454754707985352,100.0
96,0.0,-0.17826455656253554,100.0
97,0.0,1.2825568604293922,100.0
98,0.0,1.298549266140395,100.0
99,0.0,2.0008106387001305,100.0
