_time,Brake,CarCoordinates01,Clutch,CurrentLap,CurrentLapTime,Gear,LastLapTime,Position,Rpms,SpeedKmh,SteeringAngle,Throttle,TrackPositionPercent,new_lap_start,lap
2022-05-08T12:17:36.761Z,0.0,0.002562417415902,,12.0,101668.0,5,,,8452.0,235.66,1.4189829789102075,100.0,0.002562417415902,True,16
2022-05-08T12:17:36.929Z,0.0,0.0051315161399543,,,101834.0,6,,,7286.0,235.92,0.133511817548424,100.0,0.0051315161399543,False,16
2022-05-08T12:17:37.095Z,0.0,0.0079654511064291,,,102018.0,6,,,7310.0,236.89,-2.103650711476803,100.0,0.0079654511064291,False,16
2022-05-08T12:17:37.262Z,0.0,0.010551705956459,,,102184.0,6,,,7307.0,237.79,-2.504380151629448,100.0,0.010551705956459,False,16
2022-05-08T12:17:37.428Z,0.0,0.013147628866136,,,102351.0,6,,,7340.0,238.63,-0.8515575956553221,100.0,0.013147628866136,False,16
2022-05-08T12:17:37.594Z,0.0,0.0154915656894445,,,102501.0,6,,,7364.0,239.4,-0.217118083499372,100.0,0.0154915656894445,False,16
2022-05-08T12:17:37.761Z,0.0,0.0181048642843961,,,102668.0,6,,,7389.0,240.24,2.337232142686844,100.0,0.0181048642843961,False,16
2022-05-08T12:17:37.928Z,0.0,0.0207272060215473,,,102834.0,6,,,7408.0,241.06,0.7846079356968403,100.0,0.0207272060215473,False,16
2022-05-08T12:17:38.094Z,0.0,0.0233582332730293,,,1516.0,6,101485.0,,7449.0,241.86,1.9198461100459097,100.0,0.0233582332730293,False,16
2022-05-08T12:17:38.261Z,0.0,0.0262624938040971,,,1700.0,6,,,7464.0,242.71,1.469146892428398,100.0,0.0262624938040971,False,16
2022-05-08T12:17:38.428Z,0.0,0.0289115384221076,,,1866.0,6,,,7486.0,243.47,0.96821915730834,100.0,0.0289115384221076,False,16
2022-05-08T12:17:38.594Z,0.0,0.0313025526702404,,,2016.0,6,,,7528.0,244.12,3.005048714578152,100.0,0.0313025526702404,False,16
2022-05-08T12:17:38.762Z,0.0,0.0339670293033123,,,2183.0,6,,,7534.0,244.89,2.303854137659073,100.0,0.0339670293033123,False,16
2022-05-08T12:17:38.929Z,0.0,0.0369071513414382,,,2366.0,6,,,7523.0,245.66,1.8363693356513977,90.338933467865,0.0369071513414382,False,16
2022-05-08T12:17:39.095Z,12.105325609445572,0.0393162816762924,,,2516.0,6,,,7434.0,245.22,0.4674205221235752,22.303062677383423,0.0393162816762924,False,16
2022-05-08T12:17:39.261Z,57.72666931152344,0.0422293432056903,,,2700.0,6,,,7170.0,239.69,0.1501685180701315,0.0,0.0422293432056903,False,16
2022-05-08T12:17:39.428Z,67.53246188163757,0.0447977147996425,,,2866.0,6,,,6765.0,231.54,-2.45428030192852,0.0,0.0447977147996425,False,16
2022-05-08T12:17:39.594Z,75.68212151527405,0.047030072659254,,,3016.0,6,,,6653.0,223.2,-4.708165094256401,0.0,0.047030072659254,False,16
2022-05-08T12:17:39.761Z,72.29835987091064,0.0494117401540279,,,3183.0,N,,,7221.0,214.03,-2.103650279343128,75.0,0.0494117401540279,False,16
2022-05-08T12:17:39.928Z,71.7860221862793,0.0516968593001365,,,3350.0,5,,10.0,7024.0,205.05,-2.02017393708229,0.0,0.0516968593001365,False,16
2022-05-08T12:17:40.094Z,70.99964022636414,0.0540960058569908,,,3533.0,4,,,8151.0,195.08,0.4841416645795107,0.0,0.0540960058569908,False,16
2022-05-08T12:17:40.261Z,68.97413730621338,0.0561728626489639,,,3700.0,4,,,7736.0,186.08,-0.384007946588099,0.0,0.0561728626489639,False,16
2022-05-08T12:17:40.428Z,68.47373247146606,0.058154072612524,,,3866.0,4,,,7213.0,177.68,1.1852723397314548,0.0,0.058154072612524,False,16
2022-05-08T12:17:40.595Z,68.47374439239502,0.0598596706986427,,,4016.0,3,,,8420.0,170.15,2.170276865363121,0.0,0.0598596706986427,False,16
2022-05-08T12:17:40.761Z,62.778520584106445,0.0618393272161483,,,4200.0,3,,,8141.0,160.53,-5.476114600896835,0.0,0.0618393272161483,False,16
2022-05-08T12:17:40.928Z,63.93423080444336,0.0635448843240737,,,4366.0,3,,,7587.0,152.68,7.02841654419899,0.0,0.0635448843240737,False,16
2022-05-08T12:17:41.096Z,61.62276864051819,0.065007671713829,,,4516.0,3,,,7221.0,145.56,10.984899371862411,0.0,0.065007671713829,False,16
2022-05-08T12:17:41.261Z,50.73276162147522,0.0667022243142128,,,4700.0,3,,,6999.0,137.41,5.175326228141785,0.0,0.0667022243142128,False,16
2022-05-08T12:17:41.429Z,41.868218779563904,0.0680204853415489,,,4850.0,N,,,7139.0,131.92,0.1501686261035502,75.0,0.0680204853415489,False,16
2022-05-08T12:17:41.594Z,41.7967289686203,0.0695643201470375,,,5033.0,2,,,8072.0,125.72,29.964823126792908,0.0,0.0695643201470375,False,16
2022-05-08T12:17:41.761Z,37.614673376083374,0.0709007456898689,,,5200.0,2,,,7794.0,119.87,26.5930050611496,0.0,0.0709007456898689,False,16
2022-05-08T12:17:41.928Z,27.665919065475464,0.0720520168542862,,,5350.0,2,,,7558.0,115.21,26.45948958396912,0.0,0.0720520168542862,False,16
2022-05-08T12:17:42.095Z,19.74264681339264,0.073405846953392,,,5533.0,2,,,7296.0,110.71,39.81286609172821,0.0,0.073405846953392,False,16
2022-05-08T12:17:42.262Z,11.8908628821373,0.074489340186119,,,5683.0,2,,,7162.0,107.71,43.20108449459076,0.0,0.074489340186119,False,16
2022-05-08T12:17:42.428Z,2.954842895269394,0.0756640285253524,,,5850.0,2,,,7022.0,105.43,52.36407113075256,0.0,0.0756640285253524,False,16
2022-05-08T12:17:42.594Z,8.936019241809845,0.076813519001007,,,6016.0,2,,,6868.0,103.23,65.76543521881104,0.0,0.076813519001007,False,16
2022-05-08T12:17:42.761Z,3.455261141061783,0.078050211071968,,,6200.0,2,,,6691.0,100.53,69.25330710411072,0.0,0.078050211071968,False,16
2022-05-08T12:17:42.928Z,1.0008340701460838,0.0791556686162948,,,6366.0,2,,,6599.0,98.62,88.57694911956787,3.730028122663498,0.0791556686162948,False,16
2022-05-08T12:17:43.095Z,0.0,0.0802426859736442,,,6533.0,2,,,6582.0,97.12,91.64729690551758,16.69878363609314,0.0802426859736442,False,16
2022-05-08T12:17:43.261Z,0.0,0.0813075900077819,,,6700.0,2,,,6555.0,96.72,98.12126779556274,27.1906316280365,0.0813075900077819,False,16
