segment,brake,steering_angle,throttle
0,0.0,0.07984614812459356,100.0
1,0.0,0.7675428125276138,100.0
2,0.0,1.0979546263943887,100.0
3,0.1495126067602456,1.4448429915735468,98.95332022942694
4,37.266159627363535,-1.0404123758696031,30.2516716212754
5,75.68208249257944,-0.15610723413071917,17.427250957138263
6,71.7158429259347,0.09945079453515424,13.79028533051465
7,34.278081162857674,43.015293351394064,1.7718862227673793
8,0.17594838296417092,98.3028366823787,24.12397307191805
9,0.0,114.12412852377197,48.836930123236144
10,0.0,18.26256982371758,95.63189899975143
11,0.0,-1.3253482273706585,100.0
12,0.0,-11.88859305212525,100.0
13,0.0,-17.376089982757104,93.94748717352653
14,46.389095452743504,-5.892400343838081,7.223005252467826
15,26.214304415545303,34.7383115643558,15.50211131008371
16,0.0,71.42758117547234,49.550373885878365
17,1.2760227662961134,9.738908102356657,90.25079497057484
18,33.13135550923925,-28.967532232537344,2.769295791271643
19,6.722774377209378,-80.33907439235722,1.8618152453165693
20,0.0,-125.17978963654903,37.240936206570225
21,0.0,-32.482228664790256,91.74585826404916
22,0.0,-3.9694994238593693,100.0
23,0.0,7.177559047672148,100.0
24,0.0,16.15872292104837,100.0
25,0.0,17.04365046451562,100.0
26,0.0,13.771445102511649,100.0
27,0.0,5.3114604940680845,100.0
28,0.0,-20.039036298672993,99.86563973363069
29,0.0,-29.95596425602385,90.25303156903915
30,0.0,-34.66443651273626,90.97921029546214
31,0.0,-18.453741219350672,99.79489232746428
32,0.0,15.617929681265739,88.7079281969201
33,0.0,37.312484665610626,49.87545308201745
34,0.0,28.94149930824102,90.41498000447072
35,1.3466514146546988,12.33980780508826,70.53904340911957
36,47.59389197291593,0.08305318387798148,1.2675192852816863
37,38.239494282297976,13.823677013622099,0.0
38,1.9902716542640284,31.7193922558839,26.19675227732002
39,0.0,49.77099720298395,14.478724106349244
40,0.0,61.699921203982015,46.01936851113231
41,0.0,53.260555636415646,82.74624330220071
42,0.0,36.477721571578655,97.6674478838963
43,0.0,10.023727935382002,100.0
44,0.0,-11.379641354388488,100.0
45,9.02753214625167,-11.83854506103523,59.57260885411689
46,59.97888070619773,7.591357462391008,0.0
47,24.27444010676468,32.22664202069872,13.494300427722191
48,0.0,50.02096625325388,69.0318492004726
49,0.0,26.036696986643705,99.99401974844713
50,0.0,30.023720301995617,90.33913430827108
51,35.734899072351354,13.57469133634027,14.106191354372683
52,40.07403382883959,32.13382372515038,0.0
53,5.131103617522598,98.01003777773451,28.87325872788055
54,0.0,43.51192397077271,84.92770973298144
55,0.0,4.553590781112294,95.58692866940537
56,1.5855607415073592,-12.157415248902753,88.6202811672762
57,42.02760171743547,-19.14285404787223,0.4329112945411256
58,4.168892034611868,-78.71801639454185,1.2878062930064893
59,0.0,-89.93773590553846,23.336580802865363
60,0.0,-48.40144034875478,80.23047114332572
61,0.0,-17.28781798209489,100.0
62,0.0,-4.759706575290908,100.0
63,0.0,-2.1491549185753662,100.0
64,0.0,-4.179972580833045,100.0
65,0.0,-3.388789107145115,100.0
66,0.0,-5.258365570485397,100.0
67,0.0,-2.9817811674140597,100.0
68,0.0,-6.293720381084748,99.93982864618576
69,26.632125342486894,-6.069509188771237,47.26901064776787
70,73.47215549017255,0.6062140569913325,0.0
71,54.6237377581141,-1.413241325117855,0.0
72,16.432851789740983,62.142164251372265,0.0
73,0.4307354632699575,27.120803154519006,41.236953017855704
74,1.0957526669172186,-102.43658286212352,6.085240314856698
75,0.0,-68.13286657573796,69.87289062499315
76,0.0,-12.077757685492461,99.10545539673555
77,0.0,2.4270901317291873,100.0
78,0.0,3.5557846827896165,100.0
79,0.0,4.0775683237573235,100.0
80,38.3823856053549,5.913929211639304,13.784356876615462
81,8.91515045880065,44.24427124595748,0.0
82,0.0,92.53340828481534,15.53609622890443
83,0.0,43.34980796385621,80.64750029377764
84,0.0,14.13155415946738,99.97730573310676
85,0.0,24.603643887300457,100.0
86,0.0,35.356623751619914,99.60172471672048
87,0.0,50.34256255587378,32.01022500937384
88,0.0,51.9019591033728,58.72053196944917
89,0.0,46.07214431360997,84.58997308654114
90,0.0,34.043102690251274,98.7819754399554
91,0.0,16.74065369388869,100.0
92,0.0,8.184617236051103,100.0
93,0.0,-0.753760836378021,100.0
94,0.0,-0.18010849084692265,100.0
95,0.0,0.3766772440433138,100.0
96,0.0,0.8404187954130784,100.0
97,0.0,1.966772879863245,100.0
98,0.0,2.0300873078869763,100.0
99,0.0,-0.09713706755578366,100.0
