segment,brake,steering_angle,throttle
0,0.0,1.1474305944810064,100.0
1,0.0,1.0519624461911943,100.0
2,0.0,0.7857599672987928,100.0
3,0.0,0.24259181793780876,100.0
4,1.7138267060163757,0.9761039758606858,97.59023006004308
5,73.99574828882822,1.2904488591692584,7.770266912165359
6,75.35791755930038,5.53034633130242,0.0
7,34.80816002101123,52.35230115070251,11.840375584886079
8,33.73996871159336,103.97933545232289,9.229821606233305
9,0.0,47.21472599124422,13.036497169757883
10,0.0,14.122893013742779,67.63504274220075
11,0.0,-1.8507009395565532,100.0
12,0.0,-12.085009035421942,100.0
13,0.11212761237068813,-21.811657885874776,49.635787127615195
14,24.689940299066976,-5.446833567518783,0.0
15,2.8001686454195345,37.78277679249149,24.84824060124557
16,0.0,60.06893098554967,12.80360765059948
17,10.465070771378434,14.14832186769209,27.746468172140773
18,8.97256220528391,-21.45005469558104,8.502191624541043
19,0.0,-79.78738806365146,12.815504581556635
20,0.0,-93.4131804172103,24.9102836171918
21,0.0,-38.65618910238299,88.26721136864356
22,0.0,-8.113928341831373,100.0
23,0.0,10.561448731421445,100.0
24,0.0,18.747039038928193,100.0
25,0.0,14.264563536174157,100.0
26,0.0,10.878195619697768,100.0
27,0.0,4.155076057221694,100.0
28,0.0,-17.332105583754473,70.7402931762175
29,0.0,-22.997459602381014,41.62366995551895
30,0.0,-27.459187583493655,35.67425417970601
31,0.0,-20.409467896625028,82.9237955460064
32,0.0,9.790299672611553,55.796705165756876
33,0.0,27.113509634671537,16.192541251082464
34,0.0,17.459502769896908,88.29945221176631
35,1.6809754258366574,5.558673904535061,76.95253952822779
36,40.63505576188567,4.892359325550647,0.0
37,40.561293853442194,10.563937331125732,0.0
38,6.568172531119112,24.528326081125783,9.228231379488847
39,0.0,37.021342286058655,40.39195077894823
40,0.0,40.43906047990371,68.36712609040562
41,0.0,36.421625880538215,93.15248651360662
42,0.0,34.42930972381795,63.133839331711066
43,0.0,8.154695570109167,100.0
44,0.0,-5.51435757837364,100.0
45,6.217263151681874,-14.728012388855362,39.13282865916236
46,60.454685604772294,3.825607790690109,0.0
47,24.906845738803963,32.34502340800037,0.6048936006809502
48,-3.8191038951943547e-10,43.91625171761435,79.85986603544903
49,0.0,21.230280932640007,100.0
50,0.0,23.157425733631765,99.88900645514664
51,35.980111508080235,17.748096816402683,18.011585676270197
52,40.19835703809365,27.569317942276665,20.127885352560032
53,10.795114586416833,78.19484481593426,30.82741324697657
54,0.0,47.331981834297174,90.68721456413047
55,0.0,17.449085843467287,100.0
56,3.1767084541909427,-18.1783267201704,69.05096424900974
57,41.279544636851035,-19.421560573750988,9.34469391338982
58,3.6980908552710963,-70.46529253442736,13.433916733653273
59,0.0,-88.0209493425019,44.713704916117294
60,0.0,-41.364611109268175,77.9351054744936
61,0.0,-4.131139507935723,100.0
62,0.0,-3.773498611660929,100.0
63,0.0,-16.985155040646536,92.03498920929236
64,0.0,-15.631255197352795,64.0509535151017
65,0.0,-0.4597049225546937,100.0
66,0.0,-1.2492077441073612,100.0
67,0.0,-2.938621893510521,100.0
68,0.0,-6.548886626364611,100.0
69,10.295358149656115,-5.806218819470845,69.02982013019474
70,74.78526527331135,-3.3388797567789,0.0
71,52.85984341247399,7.574910572318108,9.974632649737643
72,19.901834500002455,60.09983906935779,0.06783623388783058
73,0.03590840081395259,-0.32177450958860165,34.761609526827705
74,0.05254296895321688,-103.00822747291792,15.189483997852676
75,0.0,-82.19789312055148,63.023982810614086
76,0.0,-9.622031510820293,99.91992273840916
77,0.0,3.3464275331008153,100.0
78,0.0,4.084837121017442,100.0
79,4.122669847425483,2.0932614789753456,60.22484174801085
80,57.57167009723236,2.13662662270977,0.0
81,7.589109846183613,42.62011446210373,29.22454348544007
82,0.0,57.3889823009117,53.02843069464264
83,0.0,41.74849942400613,84.405870289887
84,0.0,14.483381126628146,91.33065417850659
85,0.0,21.373209741171415,100.0
86,0.0,27.317830334891305,100.0
87,0.0,40.438626073760204,53.96961829803462
88,0.0,49.48476279854608,15.251817100513785
89,0.0,42.31723921697066,58.945436646668476
90,0.0,20.3869518123299,100.0
91,0.0,15.910169169878268,100.0
92,0.0,8.19844105031853,100.0
93,0.0,0.9266694933191124,100.0
94,0.0,0.865715383207494,100.0
95,0.0,0.3290569598109508,100.0
96,0.0,0.3820225875268983,100.0
97,0.0,1.8591076468836203,100.0
98,0.0,1.4317251351020057,100.0
99,0.0,1.8968992482112434,100.0
